Nationality	Applicant_Type	Service_Center	Category	Application_Filed	USCIS_Received_Date	USCIS_Notice_Date	I-140_Filing	Processing_Type	RFE_Received	RFE_Received_Date	Reason_RFE	RFE_Replied_Date	Application_Status	Approval_Denial_Date
Australia	primary	Nebraska	EB3	2/13/13	2/13/13	.	non-concurrent	premium	no	.	.	.	approved	2/21/13
India	primary	Texas	EB2	12/20/12	12/20/12	.	non-concurrent	regular	yes	3/21/13	"Issuance date on degree cert i... <a title=""Issuance date on degree cert is almost 1.5 yrs after I actually completed the course. Need proof that I completed the course earlier as claimed."" href=""/usa-immigration-trackers/discuss/i140/21488"">more</a>"	4/10/13	approved	4/16/13
Iran	primary	Nebraska	EB2-NIW	10/16/12	10/18/12	.	non-concurrent	regular	yes	6/6/13	.	8/15/13	approved	4/17/14
Pakistan	primary	Nebraska	EB2	11/23/12	11/25/12	.	non-concurrent	regular	.	.	.	.	approved	3/27/13
India	primary	Texas	EB2	12/5/12	12/7/12	.	non-concurrent	regular	no	.	.	.	approved	5/28/13
India	primary	Nebraska	EB2	8/27/12	10/3/12	.	non-concurrent	regular	yes	2/15/13	original employment agreement	4/5/13	approved	4/17/13
India	primary	Texas	EB2	4/2/13	4/3/13	.	non-concurrent	premium	.	.	.	.	approved	4/11/13
France	primary	Nebraska	EB3	2/22/13	2/22/13	.	non-concurrent	premium	no	.	.	.	approved	3/8/13
China	primary	Texas	EB2	2/21/13	2/21/13	.	non-concurrent	premium	.	.	.	.	approved	2/28/13
India	primary	Texas	EB2	2/11/13	2/12/13	.	non-concurrent	premium	no	.	.	.	approved	2/22/13
India	primary	Texas	EB2	1/12/13	1/15/13	.	non-concurrent	regular	yes	2/12/13	"Proof of 60months experience m... <a title=""Proof of 60months experience missing as mentioned in the above applicaiton. Provide experience letters to prove 60months experience to be considered as EB2.Lawyers office missed my complete folder with my experience letters, colleage affidavits etc..."" href=""/usa-immigration-trackers/discuss/i140/21472"">more</a>"	2/19/13	approved	2/21/13
India	primary	Nebraska	EB2	2/19/13	2/20/13	.	non-concurrent	regular	no	.	.	.	approved	5/21/13
India	primary	Texas	EB3	2/12/13	2/13/13	.	non-concurrent	regular	.	.	.	.	pending	.
India	primary	Texas	EB2	1/16/13	1/16/13	.	non-concurrent	regular	no	.	.	.	approved	3/26/13
India	primary	Texas	EB2	11/2/12	11/6/12	.	non-concurrent	regular	yes	1/15/13	"Education evaluation certifica... <a title=""Education evaluation certificate."" href=""/usa-immigration-trackers/discuss/i140/21465"">more</a>"	2/15/13	approved	3/12/13
Sri Lanka	primary	Nebraska	EB2-NIW	12/31/12	1/2/13	.	non-concurrent	regular	.	.	.	.	approved	6/25/13
India	primary	Nebraska	EB2	2/14/13	2/19/13	.	non-concurrent	premium	.	.	.	.	approved	2/25/13
India	primary	Texas	EB2	1/14/13	2/15/13	.	non-concurrent	premium	no	.	.	.	approved	2/21/13
India	primary	Nebraska	EB2	2/3/12	3/6/12	.	non-concurrent	premium	yes	9/10/12	"Degree award from accredited U... <a title=""Degree award from accredited University"" href=""/usa-immigration-trackers/discuss/i140/21455"">more</a>"	.	approved	2/18/13
India	primary	Nebraska	EB1C	12/4/12	12/6/12	.	concurrent	regular	.	.	.	.	approved	6/13/13
India	primary	California	EB2	2/19/13	2/19/13	.	non-concurrent	premium	.	.	.	.	pending	.
India	primary	Nebraska	EB2	1/28/13	2/7/13	.	non-concurrent	regular	yes	5/20/13	Latest pay stubs and W2 form	5/31/13	approved	6/7/13
India	primary	Texas	EB1A	11/27/12	11/27/12	.	non-concurrent	regular	no	.	.	.	approved	3/27/13
India	primary	Texas	EB2	9/21/12	10/3/12	.	non-concurrent	regular	yes	12/17/12	"Incorrect Employer Name and In... <a title=""Incorrect Employer Name and Incorrect employee count in the company"" href=""/usa-immigration-trackers/discuss/i140/21435"">more</a>"	1/30/13	approved	2/6/13
India	primary	Texas	EB2	2/13/13	2/14/13	.	non-concurrent	premium	no	.	.	.	approved	2/22/13
India	primary	Nebraska	EB2	2/12/13	2/13/13	.	non-concurrent	premium	.	.	.	.	approved	2/21/13
India	primary	California	EB2	4/7/12	4/7/12	.	non-concurrent	regular	.	.	.	.	pending	.
Germany	primary	Nebraska	EB2	9/4/12	9/6/12	.	non-concurrent	regular	no	.	.	.	approved	3/5/13
India	primary	Vermont	EB2	5/5/11	5/15/11	.	non-concurrent	premium	no	.	.	.	approved	5/15/11
India	primary	Nebraska	EB2	2/11/14	2/13/13	.	non-concurrent	premium	no	.	.	.	approved	2/28/14
Canada	primary	Nebraska	EB2	1/30/13	1/31/13	.	concurrent	regular	.	.	.	.	approved	4/27/13
India	primary	Nebraska	EB2	9/6/12	9/19/12	.	concurrent	regular	.	.	.	.	pending	.
India	primary	Vermont	EB2	1/1/13	2/2/13	.	non-concurrent	regular	.	.	.	.	pending	.
China	primary	Texas	EB2	9/18/12	9/20/12	.	non-concurrent	regular	no	.	.	.	approved	2/14/13
Nepal	primary	Texas	EB2-NIW	12/27/12	1/2/13	.	concurrent	regular	no	.	.	.	pending	.
India	primary	Nebraska	EB2	1/31/13	2/1/13	.	non-concurrent	premium	no	.	.	.	approved	2/13/13
India	primary	Texas	EB2	2/5/13	2/8/13	.	non-concurrent	premium	no	.	.	.	approved	2/14/13
China	primary	Nebraska	EB2	9/6/12	9/7/12	.	non-concurrent	regular	no	.	.	.	approved	2/14/13
India	primary	Texas	EB2	2/12/13	2/14/13	.	non-concurrent	premium	.	.	porting EB3 to EB2	.	approved	2/28/13
India	primary	Vermont	EB2	11/26/12	11/27/12	.	non-concurrent	premium	no	.	.	.	approved	11/29/12
Vietnam	primary	Nebraska	EB2	6/27/12	6/29/12	.	concurrent	regular	yes	11/4/12	Verify duration of employment	12/1/12	approved	12/9/12
China	primary	Texas	EB2	11/16/12	11/19/12	.	non-concurrent	regular	yes	2/22/13	.	.	approved	4/9/13
India	primary	Chicago	EB2	1/11/13	1/15/11	.	non-concurrent	premium	.	.	.	.	approved	1/28/13
India	primary	Vermont	EB2	2/12/13	2/12/13	.	non-concurrent	regular	.	.	.	.	approved	4/3/13
Turkey	primary	Texas	EB2-NIW	12/6/12	12/10/12	.	concurrent	regular	.	.	.	.	approved	4/11/13
Pakistan	primary	Texas	EB2	2/8/13	2/11/13	.	non-concurrent	premium	yes	.	financial docs of company	2/28/13	approved	3/7/13
India	primary	Texas	EB2	2/8/13	2/10/13	.	non-concurrent	premium	.	.	.	.	approved	2/22/13
Taiwan	primary	Texas	EB2	9/14/12	9/19/12	.	concurrent	regular	yes	11/30/12	"Request my boss&#039;s 2010 an... <a title=""Request my boss&#039;s 2010 and 2011 complete personal tax return and my W2.My company is a LLC so initially I only submitted 2010&#039;s Schedule C."" href=""/usa-immigration-trackers/discuss/i140/21375"">more</a>"	2/5/12	approved	2/8/12
India	primary	Nebraska	EB2	9/6/12	9/7/12	.	concurrent	regular	.	.	.	.	approved	2/11/13
India	primary	Nebraska	EB2	9/19/12	9/20/12	.	non-concurrent	regular	yes	4/16/13	Need more info from Employer	5/10/13	approved	5/20/13
India	primary	Texas	EB2	4/4/11	4/7/11	.	non-concurrent	regular	.	.	.	.	approved	6/13/11
India	primary	Texas	EB2	8/6/12	8/8/12	.	non-concurrent	premium	.	.	.	.	approved	9/21/12
Pakistan	primary	Vermont	EB3	11/15/04	12/4/04	.	concurrent	regular	.	.	.	.	denied	8/8/10
India	primary	Texas	EB2	2/6/13	2/7/13	.	non-concurrent	regular	.	.	.	.	approved	6/13/13
India	primary	Texas	EB1C	12/21/12	12/24/12	.	non-concurrent	regular	.	.	.	.	approved	2/9/13
India	primary	Texas	EB2	9/12/12	9/14/12	.	non-concurrent	premium	yes	9/24/12	Credit Evaluation	10/11/12	approved	10/25/12
Turkey	primary	Nebraska	EB2	11/30/12	12/3/12	.	concurrent	premium	.	.	.	.	approved	12/21/12
Ukraine	primary	Texas	EB2-NIW	1/23/13	1/24/13	.	non-concurrent	regular	no	.	.	.	approved	3/4/13
India	primary	Dallas	EB2	2/1/13	2/1/13	.	non-concurrent	premium	yes	2/5/13	.	3/21/13	approved	3/25/13
India	primary	Nebraska	EB2	11/14/12	11/14/12	.	non-concurrent	regular	.	.	.	.	approved	3/28/13
India	primary	Texas	EB3	2/5/13	2/15/13	.	non-concurrent	premium	.	.	.	.	approved	2/28/13
India	primary	Texas	EB1C	1/20/13	1/22/13	.	concurrent	regular	.	.	.	.	approved	2/23/13
India	primary	Texas	EB3	2/5/13	2/5/13	.	non-concurrent	premium	no	.	.	.	approved	2/14/13
India	primary	Texas	EB2	1/11/13	1/14/13	.	non-concurrent	premium	no	.	.	.	approved	1/18/13
India	primary	Texas	EB1C	7/17/12	7/19/12	.	non-concurrent	regular	no	.	.	.	approved	2/5/13
India	primary	Texas	EB2	1/27/13	1/28/13	.	non-concurrent	premium	no	.	"Approval e-mail received today... <a title=""Approval e-mail received today by my attorney, not bad for efficiency for the extra cost of paying for premium processing, guess it was worth it in my view.  Now its time to sit back and wait for PD to become current..wishing it would be soon. All the bes"" href=""/usa-immigration-trackers/discuss/i140/21342"">more</a>"	.	approved	2/6/13
India	primary	Vermont	EB2	1/7/13	1/9/13	.	non-concurrent	regular	no	.	.	.	approved	2/6/13
India	primary	Texas	EB3	1/30/13	2/1/13	.	non-concurrent	premium	.	.	.	.	approved	2/5/13
India	primary	Texas	EB1C	11/8/12	11/8/12	.	non-concurrent	regular	no	.	.	.	approved	3/11/13
India	primary	Nebraska	EB2	8/23/12	8/24/12	.	non-concurrent	regular	no	.	.	.	approved	2/1/13
India	primary	Texas	EB2	1/28/13	1/29/13	.	non-concurrent	premium	no	.	.	.	approved	2/4/13
India	primary	Texas	EB2	12/3/12	12/4/12	.	non-concurrent	premium	no	.	.	.	approved	12/7/12
India	primary	Texas	EB3	9/28/12	10/1/12	.	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Nebraska	EB2	1/20/13	1/22/13	.	non-concurrent	regular	.	.	.	.	approved	5/14/13
Iran	primary	Nebraska	EB2-NIW	6/8/12	6/12/12	.	concurrent	regular	no	.	.	.	approved	10/12/12
India	primary	Texas	EB3	1/25/13	1/26/13	.	non-concurrent	premium	no	.	.	.	approved	2/4/13
India	primary	Nebraska	EB2	8/15/12	8/15/12	.	non-concurrent	regular	.	.	.	.	pending	.
India	primary	Texas	EB2	1/11/13	1/14/13	.	non-concurrent	premium	yes	1/18/13	Education evaluation	1/28/13	approved	1/31/13
India	primary	Nebraska	EB2	2/11/11	2/22/11	.	non-concurrent	premium	.	.	.	.	approved	5/26/11
India	primary	Nebraska	EB3	8/29/12	8/29/12	.	non-concurrent	regular	yes	2/20/13	"Less than 60 months experience... <a title=""Less than 60 months experience and experience letter from current employer. Please note that Labor certification section J21 stated that i did not gain any experience from current employer.  USCIS considered my PG is equivalent to US bachelor degree."" href=""/usa-immigration-trackers/discuss/i140/21307"">more</a>"	3/21/13	approved	8/1/13
United Kingdom	primary	Nebraska	EB2-NIW	9/1/12	9/5/12	.	non-concurrent	regular	.	.	.	.	pending	.
India	primary	Nebraska	EB2	9/17/12	9/17/12	.	non-concurrent	regular	no	.	.	.	approved	2/28/13
China	primary	Texas	EB1A	10/18/12	10/19/12	.	non-concurrent	regular	no	.	.	.	approved	2/5/13
South Korea	primary	Nebraska	EB2	1/25/13	1/28/13	.	concurrent	premium	.	.	.	.	approved	2/4/13
Turkey	primary	Texas	EB2	11/19/12	11/23/12	.	concurrent	regular	no	.	.	.	approved	1/14/13
India	primary	Nebraska	EB2	8/28/12	8/28/12	.	non-concurrent	regular	.	.	.	.	approved	5/4/13
India	primary	Vermont	EB2	12/27/12	12/28/12	.	non-concurrent	regular	no	.	.	.	approved	3/25/13
India	primary	Texas	EB1B	12/17/12	12/19/12	.	concurrent	regular	yes	1/23/13	"Requested to submit company Co... <a title=""Requested to submit company Corporate Federal Income Tax returns"" href=""/usa-immigration-trackers/discuss/i140/21298"">more</a>"	1/29/13	approved	3/7/13
India	primary	Nebraska	EB2	1/31/13	2/5/13	.	non-concurrent	premium	.	.	.	.	approved	2/11/13
India	primary	Texas	EB2-NIW	1/10/13	1/15/13	.	non-concurrent	regular	no	.	.	.	approved	1/31/13
India	primary	Nebraska	EB2	1/25/13	1/29/13	.	non-concurrent	regular	no	.	.	.	approved	5/16/13
India	primary	Texas	EB2-NIW	6/17/12	6/19/12	.	non-concurrent	regular	no	.	.	.	approved	1/30/13
India	primary	Nebraska	EB2	1/24/13	1/25/13	.	concurrent	premium	no	.	.	.	approved	1/30/13
India	primary	Nebraska	EB2	8/7/12	8/9/12	.	non-concurrent	regular	yes	2/12/13	Ability to Pay	2/28/13	approved	3/6/13
India	primary	Texas	EB2	1/25/13	1/29/13	.	non-concurrent	premium	yes	2/7/13	"Asked for employer&#039;s fina... <a title=""Asked for employer&#039;s financial documents..."" href=""/usa-immigration-trackers/discuss/i140/21280"">more</a>"	2/21/13	approved	2/28/13
China	primary	Texas	EB2	1/17/13	1/23/13	.	non-concurrent	regular	no	.	.	.	approved	2/19/13
India	primary	Texas	EB2	11/30/12	12/4/12	.	non-concurrent	regular	no	.	.	.	approved	2/7/13
India	primary	Texas	EB2	1/28/13	1/29/13	.	non-concurrent	premium	no	.	.	.	approved	2/1/13
India	primary	Nebraska	EB2	1/18/13	1/23/13	.	non-concurrent	premium	no	.	.	.	approved	1/29/13
India	primary	Nebraska	EB2	8/7/12	8/7/12	.	non-concurrent	regular	no	.	.	.	approved	1/19/13
India	primary	Texas	EB2	11/15/12	11/20/12	.	non-concurrent	regular	no	.	.	.	approved	1/7/13
India	primary	Nebraska	EB2-NIW	11/15/11	11/15/11	.	non-concurrent	regular	.	.	.	.	pending	.
India	primary	California	EB2	8/10/12	8/17/12	.	non-concurrent	regular	yes	3/3/13	"Recent Paystubs. Ability to Pa... <a title=""Recent Paystubs. Ability to Pay"" href=""/usa-immigration-trackers/discuss/i140/21254"">more</a>"	3/25/13	approved	4/1/13
India	primary	Nebraska	EB2	8/27/12	8/30/12	.	non-concurrent	regular	no	.	.	.	approved	2/21/13
Indonesia	primary	Nebraska	EB2-NIW	9/18/12	9/18/12	.	non-concurrent	regular	no	.	.	.	approved	1/26/13
Canada	primary	Nebraska	EB2	1/22/13	1/24/13	.	non-concurrent	premium	no	.	.	.	approved	1/25/13
India	primary	Nebraska	EB2	10/8/12	10/15/12	.	non-concurrent	regular	no	.	.	.	approved	12/27/12
India	primary	Texas	EB2	1/10/13	1/16/13	.	non-concurrent	premium	no	.	.	.	approved	1/25/13
India	primary	Texas	EB2	12/26/12	1/3/12	.	non-concurrent	premium	no	.	.	.	approved	1/25/13
India	primary	Texas	EB1B	12/21/12	12/21/12	.	non-concurrent	regular	no	.	.	.	approved	1/25/13
India	primary	Nebraska	EB2	10/8/12	10/9/12	.	non-concurrent	premium	yes	12/10/12	"Submit the contract(s) with en... <a title=""Submit the contract(s) with end customer"" href=""/usa-immigration-trackers/discuss/i140/21243"">more</a>"	12/31/12	approved	1/4/13
Indonesia	primary	Chicago	EB3	6/22/08	6/23/08	.	non-concurrent	regular	no	.	.	.	approved	3/30/09
India	primary	Texas	EB1C	1/14/13	1/15/13	.	concurrent	regular	.	.	.	.	approved	2/23/13
India	primary	Nebraska	EB2	1/23/13	1/25/13	.	non-concurrent	premium	no	.	.	.	approved	1/28/13
India	primary	Texas	EB2	12/16/11	12/16/11	.	non-concurrent	regular	.	.	.	.	approved	4/23/12
India	primary	Texas	EB1C	10/1/12	10/4/12	.	concurrent	regular	.	.	.	.	approved	1/25/13
United Kingdom	primary	Texas	EB2	1/23/13	1/24/13	.	concurrent	regular	no	.	.	.	approved	4/22/13
India	primary	Nebraska	EB2	1/18/13	1/22/13	.	non-concurrent	premium	no	.	.	.	approved	1/28/13
India	primary	Texas	EB1B	1/17/13	1/18/13	.	non-concurrent	premium	no	.	.	.	approved	1/23/13
India	primary	Texas	EB2	10/31/12	10/31/12	.	non-concurrent	regular	yes	12/12/12	Ability to pay	12/27/12	approved	1/21/12
India	primary	Vermont	EB2	9/24/12	9/24/12	.	non-concurrent	regular	yes	.	.	.	approved	1/20/13
Taiwan	primary	Nebraska	EB2	9/7/12	9/13/12	.	non-concurrent	regular	yes	3/11/13	Ability to pay	5/20/13	approved	6/10/13
India	primary	Chicago	EB2	1/23/13	1/23/13	.	non-concurrent	regular	yes	4/26/13	Improper RFE	5/12/13	approved	6/12/13
Philippines	primary	Nebraska	EB2	8/20/12	8/21/12	.	concurrent	regular	no	.	.	.	approved	3/11/13
Philippines	primary	Nebraska	EB3	9/11/12	9/12/12	.	non-concurrent	regular	.	.	.	.	approved	1/18/13
Nigeria	primary	Nebraska	EB2	8/10/12	8/17/12	.	non-concurrent	premium	no	.	.	.	approved	8/24/12
Bangladesh	primary	Nebraska	EB2-NIW	8/29/12	8/29/12	.	concurrent	regular	yes	4/9/13	.	5/16/13	approved	5/22/13
India	primary	Texas	EB2	1/10/13	1/11/13	.	non-concurrent	regular	no	.	.	.	approved	3/14/13
India	primary	Texas	EB2	11/9/12	11/11/12	.	non-concurrent	regular	yes	12/19/12	Ability to pay	2/26/13	approved	3/27/13
India	primary	Nebraska	EB2	7/30/12	7/30/12	.	non-concurrent	regular	.	.	.	.	approved	1/17/13
India	primary	Nebraska	EB3	10/7/11	10/11/11	.	non-concurrent	regular	yes	3/22/12	"1. Insufficient experience pro... <a title=""1. Insufficient experience proof2. Employer&#039;s Address Mismatch with Emloyer&#039;s Registered Address"" href=""/usa-immigration-trackers/discuss/i140/21212"">more</a>"	6/5/12	approved	6/15/12
India	primary	Nebraska	EB1A	7/3/12	7/5/12	.	non-concurrent	premium	yes	7/11/12	"More evidence for original con... <a title=""More evidence for original contribution"" href=""/usa-immigration-trackers/discuss/i140/21211"">more</a>"	10/1/12	denied	10/5/12
India	primary	Vermont	EB2	3/16/11	9/22/11	.	non-concurrent	regular	no	.	.	.	approved	9/27/11
India	primary	Texas	EB2	10/16/12	10/17/12	.	non-concurrent	regular	no	.	.	.	approved	12/17/12
India	primary	Nebraska	EB1C	11/9/12	11/9/12	.	concurrent	regular	no	.	.	.	approved	5/15/13
India	primary	Texas	EB2	12/1/12	12/3/12	.	non-concurrent	regular	.	.	.	.	approved	1/14/13
India	primary	Texas	EB2	8/20/12	8/22/12	.	non-concurrent	premium	no	.	.	.	approved	1/2/13
India	primary	Nebraska	EB2	1/17/13	1/17/13	.	non-concurrent	regular	no	.	.	.	approved	4/27/13
India	primary	Texas	EB2	9/23/12	9/28/12	.	non-concurrent	regular	.	.	.	.	pending	.
India	primary	Nebraska	EB2	8/22/12	8/23/12	.	non-concurrent	regular	.	.	.	.	approved	2/22/13
India	primary	Texas	EB1C	12/6/12	12/7/12	.	concurrent	regular	.	.	.	.	approved	1/30/13
India	primary	Texas	EB2	1/14/13	1/16/13	.	non-concurrent	premium	no	.	.	.	approved	1/23/13
India	primary	California	EB3	10/10/08	10/17/08	.	non-concurrent	regular	.	.	.	.	approved	6/23/09
India	primary	Nebraska	EB2	7/28/12	8/1/12	.	non-concurrent	regular	no	.	.	.	approved	1/17/13
India	primary	Nebraska	EB1C	12/7/12	12/7/12	.	non-concurrent	regular	no	.	.	.	approved	6/13/13
India	primary	Nebraska	EB2-NIW	8/13/12	8/13/12	.	non-concurrent	regular	.	.	.	.	approved	3/27/13
India	primary	Texas	EB2	1/23/13	1/23/13	.	non-concurrent	premium	yes	1/31/13	"Bachelor&#039;s Education Eval... <a title=""Bachelor&#039;s Education Evaluation inspite of having a US Masters."" href=""/usa-immigration-trackers/discuss/i140/21176"">more</a>"	.	approved	2/13/13
India	primary	Texas	EB2	9/24/12	9/24/12	.	non-concurrent	regular	no	.	.	.	approved	1/23/13
India	primary	Vermont	EB2	1/16/13	1/16/13	.	non-concurrent	premium	.	.	.	.	approved	1/23/13
India	primary	Texas	EB2	1/15/13	1/16/13	.	non-concurrent	premium	.	.	.	.	approved	1/22/13
India	primary	Nebraska	EB2-NIW	11/6/12	11/12/12	.	non-concurrent	regular	no	.	.	.	pending	.
India	primary	Vermont	EB3	12/28/04	1/1/05	.	concurrent	regular	.	.	.	.	approved	4/1/05
India	primary	Texas	EB2-NIW	12/31/12	12/31/12	.	non-concurrent	regular	.	.	.	.	pending	.
Italy	primary	Texas	EB1C	7/14/12	7/19/12	.	non-concurrent	regular	yes	3/6/13	ability to pay - job duties	5/9/13	approved	5/24/13
India	primary	California	EB2	8/3/12	8/15/12	.	concurrent	regular	yes	2/10/13	"My Previous employer&#039;s le... <a title=""My Previous employer&#039;s letter had some unclear details on my employment timelines."" href=""/usa-immigration-trackers/discuss/i140/21162"">more</a>"	2/17/13	approved	3/6/13
India	primary	Texas	EB2	12/4/12	12/4/12	.	non-concurrent	regular	.	.	.	.	approved	3/1/13
Turkey	primary	Texas	EB2	1/14/13	1/17/13	.	concurrent	regular	.	.	.	.	approved	2/14/13
Bangladesh	primary	Texas	EB2	12/3/12	12/5/12	.	non-concurrent	regular	.	.	.	.	approved	1/14/13
India	primary	Texas	EB3	1/8/13	1/8/13	.	non-concurrent	premium	no	.	.	.	approved	1/15/13
India	primary	Texas	EB2	11/26/12	11/27/12	.	non-concurrent	premium	no	.	.	.	approved	12/3/12
Taiwan	primary	Nebraska	EB2	6/28/12	6/29/12	.	concurrent	regular	no	.	.	.	approved	1/14/13
Nepal	primary	Texas	EB2-NIW	6/28/12	6/29/12	.	concurrent	regular	.	.	.	.	approved	2/7/13
India	primary	Nebraska	EB2	10/10/12	10/11/12	.	non-concurrent	regular	no	.	.	.	pending	.
Peru	primary	Texas	EB2	2/7/12	2/11/12	.	non-concurrent	premium	.	.	.	.	denied	1/3/12
India	primary	Nebraska	EB2	12/1/12	12/7/12	.	non-concurrent	regular	.	.	.	.	approved	12/11/12
Unknown	primary	Texas	EB2	8/20/12	8/21/12	.	non-concurrent	premium	.	.	.	.	approved	9/3/12
Canada	primary	Nebraska	EB1C	11/21/12	11/23/12	.	concurrent	regular	.	.	.	.	approved	5/23/13
India	primary	Texas	EB1B	7/31/12	8/1/12	.	non-concurrent	regular	yes	9/15/12	"Job experience letter for last... <a title=""Job experience letter for last 5 yrs"" href=""/usa-immigration-trackers/discuss/i140/21129"">more</a>"	9/21/12	approved	10/17/12
India	primary	Nebraska	EB2	10/26/12	10/29/12	.	non-concurrent	regular	no	.	.	.	approved	3/13/13
India	primary	Texas	EB2	1/10/13	1/10/13	.	non-concurrent	premium	yes	1/17/13	"This is what it says online &q... <a title=""This is what it says online &quot;we mailed a notice requesting evidence/information for this case to you or your representative&quot;. Waiting for lawyers to comment. "" href=""/usa-immigration-trackers/discuss/i140/21124"">more</a>"	1/22/13	approved	1/28/13
India	primary	Vermont	EB2	11/4/12	11/4/12	.	non-concurrent	regular	.	.	.	.	pending	.
India	primary	Nebraska	EB1A	8/23/12	8/23/12	.	non-concurrent	regular	.	.	.	.	approved	4/18/13
India	primary	Nebraska	EB2	10/13/12	10/22/12	.	non-concurrent	regular	yes	3/26/13	current work experience	5/20/13	approved	6/5/13
